factura,cliente,fecha,subtotal,iva,total
F25-0610,Logística Global Factura N°: F25-0610,2025-11-05,1080.0,205.2,1285.2
F25-0611,Tech Solutions Factura N°: F25-0611,2025-09-05,14400.0,2736.0,17136.0
F25-0612,Tech Solutions Factura N°: F25-0612,2025-03-16,409.98,77.9,487.88
F25-0613,Inversiones ABC Factura N°: F25-0613,2025-05-14,2625.0,498.75,3123.75
F25-0614,Tienda Don Pepe Factura N°: F25-0614,2025-01-07,600.0,114.0,714.0
F25-0615,Inversiones ABC Factura N°: F25-0615,2025-06-12,758.97,144.2,903.17
F25-0616,Logística Global Factura N°: F25-0616,2025-12-02,3225.0,612.75,3837.75
F25-0617,Tienda Don Pepe Factura N°: F25-0617,2025-07-14,392.94,74.66,467.6
F25-0618,Servicios Express Factura N°: F25-0618,2025-07-04,150.0,28.5,178.5
F25-0619,Tienda Don Pepe Factura N°: F25-0619,2025-08-17,315.0,59.85,374.85
F25-0620,Inversiones ABC Factura N°: F25-0620,2025-05-09,578.97,110.0,688.97
F25-0621,Servicios Express Factura N°: F25-0621,2025-01-12,8175.0,1553.25,9728.25
F25-0622,Servicios Express Factura N°: F25-0622,2025-02-15,878.49,166.91,1045.4
F25-0623,Inversiones ABC Factura N°: F25-0623,2025-01-17,8095.35,1538.12,9633.47
F25-0624,Tech Solutions Factura N°: F25-0624,2025-06-28,1215.0,230.85,1445.85
F25-0625,Tech Solutions Factura N°: F25-0625,2025-03-27,2254.95,428.44,2683.39
F25-0626,Tienda Don Pepe Factura N°: F25-0626,2025-11-23,853.5,162.16,1015.66
F25-0627,Tech Solutions Factura N°: F25-0627,2025-02-13,225.0,42.75,267.75
F25-0628,Servicios Express Factura N°: F25-0628,2025-02-01,4800.0,912.0,5712.0
F25-0629,Logística Global Factura N°: F25-0629,2025-01-06,7551.96,1434.87,8986.83
F25-0630,Tienda Don Pepe Factura N°: F25-0630,2025-06-13,17475.0,3320.25,20795.25
F25-0631,Inversiones ABC Factura N°: F25-0631,2025-09-21,1644.9,312.53,1957.43
F25-0632,Tienda Don Pepe Factura N°: F25-0632,2025-12-27,21100.98,4009.19,25110.17
F25-0633,Logística Global Factura N°: F25-0633,2025-06-03,8550.0,1624.5,10174.5
F25-0634,Inversiones ABC Factura N°: F25-0634,2025-04-18,10120.5,1922.89,12043.4
F25-0635,Inversiones ABC Factura N°: F25-0635,2025-09-08,9416.91,1789.21,11206.12
F25-0636,Inversiones ABC Factura N°: F25-0636,2025-12-30,9600.0,1824.0,11424.0
F25-0637,Servicios Express Factura N°: F25-0637,2025-02-14,18975.0,3605.25,22580.25
F25-0638,Tech Solutions Factura N°: F25-0638,2025-11-30,3025.98,574.94,3600.92
F25-0639,Tienda Don Pepe Factura N°: F25-0639,2025-02-05,2411.91,458.26,2870.17
F25-0640,Logística Global Factura N°: F25-0640,2025-01-26,147.0,27.93,174.93
F25-0641,Tienda Don Pepe Factura N°: F25-0641,2025-10-13,12025.98,2284.94,14310.92
F25-0642,Logística Global Factura N°: F25-0642,2025-02-10,564.96,107.34,672.3
F25-0643,Inversiones ABC Factura N°: F25-0643,2025-06-19,525.0,99.75,624.75
F25-0644,Logística Global Factura N°: F25-0644,2025-09-13,12383.82,2352.93,14736.75
F25-0645,Servicios Express Factura N°: F25-0645,2025-02-16,3688.5,700.82,4389.32
F25-0646,Tienda Don Pepe Factura N°: F25-0646,2025-06-15,525.0,99.75,624.75
F25-0647,Servicios Express Factura N°: F25-0647,2025-03-14,330.0,62.7,392.7
F25-0648,Logística Global Factura N°: F25-0648,2025-06-23,28429.5,5401.61,33831.11
F25-0649,Tienda Don Pepe Factura N°: F25-0649,2025-03-31,11380.92,2162.37,13543.29
F25-0650,Tienda Don Pepe Factura N°: F25-0650,2025-06-25,4104.0,779.76,4883.76
F25-0651,Tech Solutions Factura N°: F25-0651,2025-09-23,12315.0,2339.85,14654.85
F25-0652,Tienda Don Pepe Factura N°: F25-0652,2025-11-10,64.95,12.34,77.29
F25-0653,Tech Solutions Factura N°: F25-0653,2025-02-12,103.92,19.74,123.66
F25-0654,Tech Solutions Factura N°: F25-0654,2025-06-12,11349.42,2156.39,13505.81
F25-0655,Logística Global Factura N°: F25-0655,2025-03-22,5629.5,1069.61,6699.1
F25-0656,Tienda Don Pepe Factura N°: F25-0656,2025-03-15,706.95,134.32,841.27
F25-0657,Tech Solutions Factura N°: F25-0657,2025-07-30,135.0,25.65,160.65
F25-0658,Tech Solutions Factura N°: F25-0658,2025-04-22,17102.43,3249.46,20351.89
F25-0659,Tienda Don Pepe Factura N°: F25-0659,2025-09-17,270.0,51.3,321.3
F25-0660,Tienda Don Pepe Factura N°: F25-0660,2025-08-16,3757.5,713.92,4471.43
F25-0661,Tienda Don Pepe Factura N°: F25-0661,2025-06-16,6135.0,1165.65,7300.65
F25-0662,Tienda Don Pepe Factura N°: F25-0662,2025-12-16,12341.91,2344.96,14686.87
F25-0663,Inversiones ABC Factura N°: F25-0663,2025-07-17,51.96,9.87,61.83
F25-0664,Tech Solutions Factura N°: F25-0664,2025-10-26,16065.45,3052.44,19117.89
F25-0665,Tienda Don Pepe Factura N°: F25-0665,2025-05-11,152.94,29.06,182.0
F25-0666,Tienda Don Pepe Factura N°: F25-0666,2025-07-15,20730.0,3938.7,24668.7
F25-0667,Servicios Express Factura N°: F25-0667,2025-11-15,332.94,63.26,396.2
F25-0668,Tech Solutions Factura N°: F25-0668,2025-04-07,10470.0,1989.3,12459.3
F25-0669,Inversiones ABC Factura N°: F25-0669,2025-11-22,975.0,185.25,1160.25
F25-0670,Inversiones ABC Factura N°: F25-0670,2025-02-15,4953.0,941.07,5894.07
F25-0671,Tienda Don Pepe Factura N°: F25-0671,2025-07-26,6000.0,1140.0,7140.0
F25-0672,Tienda Don Pepe Factura N°: F25-0672,2025-07-06,9523.5,1809.46,11332.97
F25-0673,Servicios Express Factura N°: F25-0673,2025-07-20,16967.91,3223.9,20191.81
F25-0674,Logística Global Factura N°: F25-0674,2025-05-29,473.97,90.05,564.02
F25-0675,Inversiones ABC Factura N°: F25-0675,2025-09-23,180.0,34.2,214.2
F25-0676,Tech Solutions Factura N°: F25-0676,2025-08-19,357.0,67.83,424.83
F25-0677,Logística Global Factura N°: F25-0677,2025-08-01,75.0,14.25,89.25
F25-0678,Inversiones ABC Factura N°: F25-0678,2025-09-13,150.0,28.5,178.5
F25-0679,Servicios Express Factura N°: F25-0679,2025-01-15,12523.92,2379.54,14903.46
F25-0680,Tienda Don Pepe Factura N°: F25-0680,2025-02-24,900.0,171.0,1071.0
F25-0681,Logística Global Factura N°: F25-0681,2025-11-26,590.94,112.28,703.22
F25-0682,Inversiones ABC Factura N°: F25-0682,2025-10-23,1605.0,304.95,1909.95
F25-0683,Logística Global Factura N°: F25-0683,2025-05-05,210.0,39.9,249.9
F25-0684,Tech Solutions Factura N°: F25-0684,2025-10-20,859.5,163.31,1022.81
F25-0685,Inversiones ABC Factura N°: F25-0685,2025-05-17,268.47,51.01,319.48
F25-0686,Logística Global Factura N°: F25-0686,2025-12-10,2629.5,499.61,3129.11
F25-0687,Inversiones ABC Factura N°: F25-0687,2025-04-13,2943.0,559.17,3502.17
F25-0688,Tienda Don Pepe Factura N°: F25-0688,2025-06-30,225.0,42.75,267.75
F25-0689,Tienda Don Pepe Factura N°: F25-0689,2025-01-11,2989.5,568.0,3557.51
F25-0690,Servicios Express Factura N°: F25-0690,2025-08-24,413.97,78.65,492.62
F25-0691,Tienda Don Pepe Factura N°: F25-0691,2025-11-27,11445.0,2174.55,13619.55
F25-0692,Tienda Don Pepe Factura N°: F25-0692,2025-05-27,615.0,116.85,731.85
F25-0693,Tech Solutions Factura N°: F25-0693,2025-04-09,345.99,65.74,411.73
F25-0694,Tienda Don Pepe Factura N°: F25-0694,2025-07-22,180.0,34.2,214.2
F25-0695,Logística Global Factura N°: F25-0695,2025-10-24,333.45,63.36,396.81
F25-0696,Inversiones ABC Factura N°: F25-0696,2025-07-09,540.0,102.6,642.6
F25-0697,Tech Solutions Factura N°: F25-0697,2025-08-30,2862.99,543.97,3406.96
F25-0698,Inversiones ABC Factura N°: F25-0698,2025-09-30,1380.0,262.2,1642.2
F25-0699,Tech Solutions Factura N°: F25-0699,2025-06-08,11859.0,2253.21,14112.21
F25-0700,Logística Global Factura N°: F25-0700,2025-07-07,1260.0,239.4,1499.4
F25-0701,Tech Solutions Factura N°: F25-0701,2025-08-16,77.94,14.81,92.75
F25-0702,Logística Global Factura N°: F25-0702,2025-04-24,447.48,85.02,532.5
F25-0703,Tienda Don Pepe Factura N°: F25-0703,2025-02-23,411.0,78.09,489.09
F25-0704,Tech Solutions Factura N°: F25-0704,2025-10-06,2451.0,465.69,2916.69
F25-0705,Servicios Express Factura N°: F25-0705,2025-02-23,1275.0,242.25,1517.25
F25-0706,Tienda Don Pepe Factura N°: F25-0706,2025-01-02,1078.5,204.91,1283.41
F25-0707,Tech Solutions Factura N°: F25-0707,2025-10-02,7305.93,1388.13,8694.06
F25-0708,Inversiones ABC Factura N°: F25-0708,2025-02-03,433.5,82.36,515.87
F25-0709,Logística Global Factura N°: F25-0709,2025-03-07,154.95,29.44,184.39
F25-0710,Tienda Don Pepe Factura N°: F25-0710,2025-10-21,1410.0,267.9,1677.9
F25-0711,Tienda Don Pepe Factura N°: F25-0711,2025-05-02,720.0,136.8,856.8
F25-0712,Tienda Don Pepe Factura N°: F25-0712,2025-04-08,10877.94,2066.81,12944.75
F25-0713,Servicios Express Factura N°: F25-0713,2025-06-14,9933.0,1887.27,11820.27
F25-0714,Tienda Don Pepe Factura N°: F25-0714,2025-06-04,994.5,188.96,1183.45
F25-0715,Tienda Don Pepe Factura N°: F25-0715,2025-04-21,11220.0,2131.8,13351.8
F25-0716,Tech Solutions Factura N°: F25-0716,2025-10-24,270.0,51.3,321.3
F25-0717,Tech Solutions Factura N°: F25-0717,2025-12-23,17456.91,3316.81,20773.72
F25-0718,Tienda Don Pepe Factura N°: F25-0718,2025-03-11,198.0,37.62,235.62
F25-0719,Logística Global Factura N°: F25-0719,2025-10-07,270.0,51.3,321.3
F25-0720,Tech Solutions Factura N°: F25-0720,2025-02-05,544.5,103.45,647.96
F25-0721,Logística Global Factura N°: F25-0721,2025-12-09,1200.0,228.0,1428.0
F25-0722,Tech Solutions Factura N°: F25-0722,2025-02-03,1543.92,293.34,1837.26
F25-0723,Tech Solutions Factura N°: F25-0723,2025-04-15,13240.5,2515.7,15756.19
F25-0724,Tech Solutions Factura N°: F25-0724,2025-02-28,2400.0,456.0,2856.0
F25-0725,Logística Global Factura N°: F25-0725,2025-05-28,7515.0,1427.85,8942.85
F25-0726,Inversiones ABC Factura N°: F25-0726,2025-02-16,204.0,38.76,242.76
F25-0727,Tech Solutions Factura N°: F25-0727,2025-01-18,129.9,24.68,154.58
F25-0728,Tienda Don Pepe Factura N°: F25-0728,2025-08-13,11847.99,2251.12,14099.11
F25-0729,Inversiones ABC Factura N°: F25-0729,2025-02-02,450.0,85.5,535.5
F25-0730,Inversiones ABC Factura N°: F25-0730,2025-04-26,672.99,127.87,800.86
F25-0731,Inversiones ABC Factura N°: F25-0731,2025-12-09,3705.0,703.95,4408.95
F25-0732,Inversiones ABC Factura N°: F25-0732,2025-02-26,1308.48,248.61,1557.09
F25-0733,Servicios Express Factura N°: F25-0733,2025-12-27,2098.5,398.72,2497.22
F25-0734,Inversiones ABC Factura N°: F25-0734,2025-12-13,669.9,127.28,797.18
F25-0735,Inversiones ABC Factura N°: F25-0735,2025-01-02,665.49,126.44,791.93
F25-0736,Logística Global Factura N°: F25-0736,2025-05-30,1215.0,230.85,1445.85
F25-0737,Tienda Don Pepe Factura N°: F25-0737,2025-06-14,17325.0,3291.75,20616.75
F25-0738,Servicios Express Factura N°: F25-0738,2025-07-26,12.99,2.47,15.46
F25-0739,Tienda Don Pepe Factura N°: F25-0739,2025-06-11,903.0,171.57,1074.57
F25-0740,Tech Solutions Factura N°: F25-0740,2025-04-20,2051.91,389.86,2441.77
F25-0741,Tienda Don Pepe Factura N°: F25-0741,2025-06-13,90.93,17.28,108.21
F25-0742,Logística Global Factura N°: F25-0742,2025-07-07,8798.97,1671.8,10470.77
F25-0743,Tech Solutions Factura N°: F25-0743,2025-08-30,419.85,79.77,499.62
F25-0744,Tech Solutions Factura N°: F25-0744,2025-10-16,1710.0,324.9,2034.9
F25-0745,Inversiones ABC Factura N°: F25-0745,2025-04-05,9653.97,1834.25,11488.22
F25-0746,Servicios Express Factura N°: F25-0746,2025-06-03,12593.97,2392.85,14986.82
F25-0747,Logística Global Factura N°: F25-0747,2025-09-10,5490.0,1043.1,6533.1
F25-0748,Logística Global Factura N°: F25-0748,2025-05-29,229.5,43.61,273.11
F25-0749,Tienda Don Pepe Factura N°: F25-0749,2025-02-01,905.91,172.12,1078.03
F25-0750,Servicios Express Factura N°: F25-0750,2025-05-18,949.5,180.41,1129.9
F25-0751,Logística Global Factura N°: F25-0751,2025-09-06,5029.98,955.7,5985.68
F25-0752,Tech Solutions Factura N°: F25-0752,2025-02-23,1440.0,273.6,1713.6
F25-0753,Logística Global Factura N°: F25-0753,2025-06-23,2786.91,529.51,3316.42
F25-0754,Tech Solutions Factura N°: F25-0754,2025-10-22,1172.79,222.83,1395.62
F25-0755,Inversiones ABC Factura N°: F25-0755,2025-12-04,7807.47,1483.42,9290.89
F25-0756,Tienda Don Pepe Factura N°: F25-0756,2025-07-28,13534.5,2571.55,16106.06
F25-0757,Tienda Don Pepe Factura N°: F25-0757,2025-02-22,1904.46,361.85,2266.31
F25-0758,Inversiones ABC Factura N°: F25-0758,2025-05-27,1485.0,282.15,1767.15
F25-0759,Inversiones ABC Factura N°: F25-0759,2025-12-16,9135.0,1735.65,10870.65
F25-0760,Tienda Don Pepe Factura N°: F25-0760,2025-12-06,1545.93,293.73,1839.66
F25-0761,Tech Solutions Factura N°: F25-0761,2025-09-25,4601.91,874.36,5476.27
F25-0762,Inversiones ABC Factura N°: F25-0762,2025-07-08,6459.0,1227.21,7686.21
F25-0763,Logística Global Factura N°: F25-0763,2025-06-11,578.49,109.91,688.4
F25-0764,Tienda Don Pepe Factura N°: F25-0764,2025-04-03,981.81,186.54,1168.35
F25-0765,Inversiones ABC Factura N°: F25-0765,2025-06-28,13155.0,2499.45,15654.45
F25-0766,Inversiones ABC Factura N°: F25-0766,2025-07-11,150.0,28.5,178.5
F25-0767,Tienda Don Pepe Factura N°: F25-0767,2025-06-09,6103.44,1159.65,7263.09
F25-0768,Logística Global Factura N°: F25-0768,2025-08-01,229.5,43.61,273.11
F25-0769,Tienda Don Pepe Factura N°: F25-0769,2025-06-11,229.5,43.61,273.11
F25-0770,Tech Solutions Factura N°: F25-0770,2025-09-28,1057.44,200.91,1258.35
F25-0771,Inversiones ABC Factura N°: F25-0771,2025-11-30,2113.5,401.56,2515.07
F25-0772,Servicios Express Factura N°: F25-0772,2025-01-18,15154.5,2879.36,18033.85
F25-0773,Logística Global Factura N°: F25-0773,2025-05-24,450.0,85.5,535.5
F25-0774,Inversiones ABC Factura N°: F25-0774,2025-08-29,1287.99,244.72,1532.71
F25-0775,Servicios Express Factura N°: F25-0775,2025-06-16,14400.0,2736.0,17136.0
F25-0776,Tech Solutions Factura N°: F25-0776,2025-05-15,2400.0,456.0,2856.0
F25-0777,Logística Global Factura N°: F25-0777,2025-03-29,9600.0,1824.0,11424.0
F25-0778,Tech Solutions Factura N°: F25-0778,2025-12-18,9651.48,1833.78,11485.26
F25-0779,Logística Global Factura N°: F25-0779,2025-07-03,3677.94,698.81,4376.75
F25-0780,Logística Global Factura N°: F25-0780,2025-10-25,3315.0,629.85,3944.85
F25-0781,Tienda Don Pepe Factura N°: F25-0781,2025-09-22,3247.5,617.02,3864.53
F25-0782,Inversiones ABC Factura N°: F25-0782,2025-08-17,3765.0,715.35,4480.35
F25-0783,Tech Solutions Factura N°: F25-0783,2025-04-24,713.97,135.65,849.62
F25-0784,Servicios Express Factura N°: F25-0784,2025-12-26,675.0,128.25,803.25
F25-0785,Inversiones ABC Factura N°: F25-0785,2025-07-01,411.0,78.09,489.09
F25-0786,Inversiones ABC Factura N°: F25-0786,2025-01-06,791.91,150.46,942.37
F25-0787,Logística Global Factura N°: F25-0787,2025-08-09,4884.0,927.96,5811.96
F25-0788,Tech Solutions Factura N°: F25-0788,2025-01-12,2488.92,472.89,2961.81
F25-0789,Tech Solutions Factura N°: F25-0789,2025-12-02,899.94,170.99,1070.93
F25-0790,Tienda Don Pepe Factura N°: F25-0790,2025-07-19,8160.0,1550.4,9710.4
F25-0791,Inversiones ABC Factura N°: F25-0791,2025-04-16,877.5,166.72,1044.22
F25-0792,Inversiones ABC Factura N°: F25-0792,2025-04-29,3000.0,570.0,3570.0
F25-0793,Tienda Don Pepe Factura N°: F25-0793,2025-05-19,1245.0,236.55,1481.55
F25-0794,Servicios Express Factura N°: F25-0794,2025-12-23,5220.0,991.8,6211.8
F25-0795,Servicios Express Factura N°: F25-0795,2025-03-29,135.0,25.65,160.65
F25-0796,Tienda Don Pepe Factura N°: F25-0796,2025-04-07,1530.0,290.7,1820.7
F25-0797,Tech Solutions Factura N°: F25-0797,2025-06-29,129.9,24.68,154.58
F25-0798,Tech Solutions Factura N°: F25-0798,2025-01-04,14157.0,2689.83,16846.83
F25-0799,Tienda Don Pepe Factura N°: F25-0799,2025-01-04,77.94,14.81,92.75
F25-0800,Tech Solutions Factura N°: F25-0800,2025-07-11,14712.99,2795.47,17508.46
F25-0801,Tech Solutions Factura N°: F25-0801,2025-03-12,280.5,53.3,333.8
F25-0802,Logística Global Factura N°: F25-0802,2025-01-24,12637.5,2401.12,15038.62
F25-0803,Servicios Express Factura N°: F25-0803,2025-02-08,1545.93,293.73,1839.66
F25-0804,Inversiones ABC Factura N°: F25-0804,2025-11-25,294.0,55.86,349.86
F25-0805,Tienda Don Pepe Factura N°: F25-0805,2025-08-07,6150.0,1168.5,7318.5
F25-0806,Tech Solutions Factura N°: F25-0806,2025-06-23,2605.5,495.05,3100.55
F25-0807,Tienda Don Pepe Factura N°: F25-0807,2025-01-26,551.97,104.87,656.84
F25-0808,Tech Solutions Factura N°: F25-0808,2025-12-03,3075.0,584.25,3659.25
F25-0809,Inversiones ABC Factura N°: F25-0809,2025-09-24,21600.0,4104.0,25704.0
F25-0810,Servicios Express Factura N°: F25-0810,2025-11-30,9124.95,1733.74,10858.69
F25-0811,Tienda Don Pepe Factura N°: F25-0811,2025-09-07,9600.0,1824.0,11424.0
F25-0812,Logística Global Factura N°: F25-0812,2025-05-23,2293.98,435.86,2729.84
F25-0813,Logística Global Factura N°: F25-0813,2025-11-22,10765.5,2045.44,12810.94
F25-0814,Servicios Express Factura N°: F25-0814,2025-08-15,1080.0,205.2,1285.2
F25-0815,Servicios Express Factura N°: F25-0815,2025-09-30,675.0,128.25,803.25
F25-0816,Tech Solutions Factura N°: F25-0816,2025-07-27,437.94,83.21,521.15
F25-0817,Servicios Express Factura N°: F25-0817,2025-05-15,7404.0,1406.76,8810.76
F25-0818,Inversiones ABC Factura N°: F25-0818,2025-01-05,2925.0,555.75,3480.75
F25-0819,Tienda Don Pepe Factura N°: F25-0819,2025-11-16,2880.0,547.2,3427.2
F25-0820,Tech Solutions Factura N°: F25-0820,2025-09-14,3105.0,589.95,3694.95
F25-0821,Inversiones ABC Factura N°: F25-0821,2025-05-25,45.0,8.55,53.55
F25-0822,Inversiones ABC Factura N°: F25-0822,2025-12-26,822.0,156.18,978.18
F25-0823,Logística Global Factura N°: F25-0823,2025-06-13,307.44,58.41,365.85
F25-0824,Tienda Don Pepe Factura N°: F25-0824,2025-05-29,6206.4,1179.22,7385.62
F25-0825,Tienda Don Pepe Factura N°: F25-0825,2025-07-31,1800.0,342.0,2142.0
F25-0826,Tienda Don Pepe Factura N°: F25-0826,2025-08-31,495.0,94.05,589.05
F25-0827,Logística Global Factura N°: F25-0827,2025-05-29,38.97,7.4,46.37
F25-0828,Inversiones ABC Factura N°: F25-0828,2025-02-02,1650.0,313.5,1963.5
F25-0829,Tienda Don Pepe Factura N°: F25-0829,2025-03-23,24137.94,4586.21,28724.15
F25-0830,Logística Global Factura N°: F25-0830,2025-10-14,2378.97,452.0,2830.97
F25-0831,Logística Global Factura N°: F25-0831,2025-03-11,1965.0,373.35,2338.35
F25-0832,Tienda Don Pepe Factura N°: F25-0832,2025-02-19,360.0,68.4,428.4
F25-0833,Servicios Express Factura N°: F25-0833,2025-04-14,6370.98,1210.49,7581.47
F25-0834,Servicios Express Factura N°: F25-0834,2025-04-30,2006.91,381.31,2388.22
F25-0835,Servicios Express Factura N°: F25-0835,2025-06-30,2030.82,385.86,2416.68
F25-0836,Tech Solutions Factura N°: F25-0836,2025-07-17,633.0,120.27,753.27
F25-0837,Inversiones ABC Factura N°: F25-0837,2025-11-19,8535.0,1621.65,10156.65
F25-0838,Tech Solutions Factura N°: F25-0838,2025-06-20,7151.91,1358.86,8510.77
F25-0839,Tienda Don Pepe Factura N°: F25-0839,2025-06-03,4877.94,926.81,5804.75
F25-0840,Tech Solutions Factura N°: F25-0840,2025-10-07,6693.99,1271.86,7965.85
F25-0841,Logística Global Factura N°: F25-0841,2025-08-02,12894.9,2450.03,15344.93
F25-0842,Servicios Express Factura N°: F25-0842,2025-03-06,142.89,27.15,170.04
F25-0843,Logística Global Factura N°: F25-0843,2025-09-17,77.94,14.81,92.75
F25-0844,Inversiones ABC Factura N°: F25-0844,2025-10-02,77.94,14.81,92.75
F25-0845,Logística Global Factura N°: F25-0845,2025-09-10,758.46,144.11,902.57
F25-0846,Logística Global Factura N°: F25-0846,2025-06-21,17565.0,3337.35,20902.35
F25-0847,Tech Solutions Factura N°: F25-0847,2025-08-15,19623.96,3728.55,23352.51
F25-0848,Inversiones ABC Factura N°: F25-0848,2025-05-30,1939.5,368.5,2308.01
F25-0849,Servicios Express Factura N°: F25-0849,2025-11-20,12129.9,2304.68,14434.58
F25-0850,Tech Solutions Factura N°: F25-0850,2025-12-14,938.4,178.3,1116.7
F25-0851,Logística Global Factura N°: F25-0851,2025-02-02,600.0,114.0,714.0
F25-0852,Tienda Don Pepe Factura N°: F25-0852,2025-06-17,765.0,145.35,910.35
F25-0853,Logística Global Factura N°: F25-0853,2025-08-06,4587.99,871.72,5459.71
F25-0854,Tech Solutions Factura N°: F25-0854,2025-11-25,7125.0,1353.75,8478.75
F25-0855,Servicios Express Factura N°: F25-0855,2025-09-26,9402.99,1786.57,11189.56
F25-0856,Inversiones ABC Factura N°: F25-0856,2025-04-11,76.5,14.54,91.03
F25-0857,Logística Global Factura N°: F25-0857,2025-04-18,735.99,139.84,875.83
F25-0858,Servicios Express Factura N°: F25-0858,2025-05-01,3030.0,575.7,3605.7
F25-0859,Tech Solutions Factura N°: F25-0859,2025-12-23,529.5,100.61,630.11
F25-0860,Servicios Express Factura N°: F25-0860,2025-03-05,180.0,34.2,214.2
F25-0861,Servicios Express Factura N°: F25-0861,2025-08-13,990.93,188.28,1179.21
F25-0862,Tienda Don Pepe Factura N°: F25-0862,2025-02-21,5719.95,1086.79,6806.74
F25-0863,Inversiones ABC Factura N°: F25-0863,2025-09-27,405.0,76.95,481.95
F25-0864,Servicios Express Factura N°: F25-0864,2025-10-20,867.0,164.73,1031.73
F25-0865,Logística Global Factura N°: F25-0865,2025-07-24,2250.0,427.5,2677.5
F25-0866,Servicios Express Factura N°: F25-0866,2025-12-20,7800.0,1482.0,9282.0
F25-0867,Tech Solutions Factura N°: F25-0867,2025-01-23,3375.0,641.25,4016.25
F25-0868,Tienda Don Pepe Factura N°: F25-0868,2025-12-19,1305.0,247.95,1552.95
F25-0869,Logística Global Factura N°: F25-0869,2025-12-11,7918.41,1504.5,9422.91
F25-0870,Tech Solutions Factura N°: F25-0870,2025-03-19,925.41,175.83,1101.24
F25-0871,Inversiones ABC Factura N°: F25-0871,2025-04-02,11220.0,2131.8,13351.8
F25-0872,Inversiones ABC Factura N°: F25-0872,2025-01-13,351.0,66.69,417.69
F25-0873,Logística Global Factura N°: F25-0873,2025-08-11,1335.93,253.83,1589.76
F25-0874,Tienda Don Pepe Factura N°: F25-0874,2025-02-05,495.0,94.05,589.05
F25-0875,Servicios Express Factura N°: F25-0875,2025-06-25,10401.96,1976.37,12378.33
F25-0876,Tech Solutions Factura N°: F25-0876,2025-12-15,180.42,34.28,214.7
F25-0877,Servicios Express Factura N°: F25-0877,2025-12-05,484.5,92.06,576.56
F25-0878,Tienda Don Pepe Factura N°: F25-0878,2025-05-03,735.0,139.65,874.65
F25-0879,Logística Global Factura N°: F25-0879,2025-09-16,975.0,185.25,1160.25
F25-0880,Logística Global Factura N°: F25-0880,2025-07-04,2721.96,517.17,3239.13
F25-0881,Servicios Express Factura N°: F25-0881,2025-10-18,2883.0,547.77,3430.77
F25-0882,Inversiones ABC Factura N°: F25-0882,2025-09-12,12060.0,2291.4,14351.4
F25-0883,Logística Global Factura N°: F25-0883,2025-02-09,1140.93,216.78,1357.71
F25-0884,Inversiones ABC Factura N°: F25-0884,2025-10-21,11055.0,2100.45,13155.45
F25-0885,Tech Solutions Factura N°: F25-0885,2025-04-13,1770.0,336.3,2106.3
F25-0886,Servicios Express Factura N°: F25-0886,2025-12-04,4204.5,798.86,5003.35
F25-0887,Tienda Don Pepe Factura N°: F25-0887,2025-03-10,2100.0,399.0,2499.0
F25-0888,Logística Global Factura N°: F25-0888,2025-08-21,400.83,76.16,476.99
F25-0889,Logística Global Factura N°: F25-0889,2025-01-24,10915.47,2073.94,12989.41
F25-0890,Tech Solutions Factura N°: F25-0890,2025-03-30,164.97,31.34,196.31
F25-0891,Servicios Express Factura N°: F25-0891,2025-08-17,6783.45,1288.86,8072.31
F25-0892,Inversiones ABC Factura N°: F25-0892,2025-08-28,2682.48,509.67,3192.15
F25-0893,Tienda Don Pepe Factura N°: F25-0893,2025-07-29,5856.0,1112.64,6968.64
F25-0894,Servicios Express Factura N°: F25-0894,2025-07-03,180.0,34.2,214.2
F25-0895,Servicios Express Factura N°: F25-0895,2025-12-27,1710.0,324.9,2034.9
F25-0896,Tienda Don Pepe Factura N°: F25-0896,2025-12-27,90.0,17.1,107.1
F25-0897,Tienda Don Pepe Factura N°: F25-0897,2025-03-15,757.44,143.91,901.35
F25-0898,Tienda Don Pepe Factura N°: F25-0898,2025-08-08,1324.95,251.74,1576.69
F25-0899,Tech Solutions Factura N°: F25-0899,2025-07-17,1087.89,206.7,1294.59
F25-0900,Inversiones ABC Factura N°: F25-0900,2025-10-16,21484.5,4082.05,25566.56
F25-0901,Servicios Express Factura N°: F25-0901,2025-05-09,12508.92,2376.69,14885.61
F25-0902,Inversiones ABC Factura N°: F25-0902,2025-07-06,180.0,34.2,214.2
F25-0903,Servicios Express Factura N°: F25-0903,2025-12-10,12501.96,2375.37,14877.33
F25-0904,Tech Solutions Factura N°: F25-0904,2025-10-22,14010.0,2661.9,16671.9
F25-0905,Tech Solutions Factura N°: F25-0905,2025-04-29,7200.0,1368.0,8568.0
F25-0906,Logística Global Factura N°: F25-0906,2025-12-12,10929.9,2076.68,13006.58
F25-0907,Inversiones ABC Factura N°: F25-0907,2025-04-30,12945.0,2459.55,15404.55
F25-0908,Logística Global Factura N°: F25-0908,2025-01-19,1620.0,307.8,1927.8
F25-0909,Logística Global Factura N°: F25-0909,2025-08-18,3111.96,591.27,3703.23
F25-0910,Tienda Don Pepe Factura N°: F25-0910,2025-07-02,675.0,128.25,803.25
F25-0911,Servicios Express Factura N°: F25-0911,2025-10-30,606.9,115.31,722.21
F25-0912,Inversiones ABC Factura N°: F25-0912,2025-07-24,900.0,171.0,1071.0
F25-0913,Logística Global Factura N°: F25-0913,2025-06-12,569.85,108.27,678.12
